Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,ZAF,South Africa,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13606415.0,11825890,86.91
Countries,ZAF,South Africa,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13902876.0,12224731,87.93
Countries,ZAF,South Africa,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13841792.0,11610585,83.88
Countries,ZAF,South Africa,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14075837.0,11752719,83.5
Countries,ZAF,South Africa,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13889428.0,11702314,84.25
Countries,ZAF,South Africa,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13855066.0,9871564,71.25
Countries,ZAF,South Africa,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14346578.0,13945637,97.21
Countries,ZAF,South Africa,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14772162.0,11199462,75.81
Countries,ZAF,South Africa,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14282480.0,12190030,85.35
Countries,ZAF,South Africa,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14218058.0,11645355,81.91
Countries,ZAF,South Africa,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13919452.0,12731664,91.47
Countries,ZAF,South Africa,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14623990.0,12257727,83.82
Countries,ZAF,South Africa,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14481428.0,11971963,82.67
Countries,ZAF,South Africa,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14256761.0,11437080,80.22
Countries,ZAF,South Africa,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14469380.0,12001366,82.94
Countries,ZAF,South Africa,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14223125.0,11454191,80.53
Countries,ZAF,South Africa,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14850633.0,13579763,91.4%
Countries,ZAF,South Africa,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14070938.0,11263242,80.05
Countries,ZAF,South Africa,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14237894.0,12743547,89.5
Countries,ZAF,South Africa,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14522817.0,11471300,78.99
Countries,ZAF,South Africa,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13827936.0,12952207,93.67
Countries,ZAF,South Africa,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14157316.0,12594451,88.96
Countries,ZAF,South Africa,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14518953.0,11798187,81.26
Countries,ZAF,South Africa,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14584850.0,13098702,89.81
Countries,ZAF,South Africa,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14476442.0,12412121,85.74
Countries,ZAF,South Africa,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14445595.0,10479422,72.54
Countries,ZAF,South Africa,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14945978.0,13051707,87.33
Countries,ZAF,South Africa,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14288394.0,11030176,77.2
Countries,ZAF,South Africa,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14627980.0,12865604,87.95
Countries,ZAF,South Africa,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14519440.0,11567099,79.67
Countries,ZAF,South Africa,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,14546836.0,13669639,93.97
Countries,ZAF,South Africa,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14035767.0,11826788,84.26
Countries,ZAF,South Africa,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14622199.0,13098699,89.58
Countries,ZAF,South Africa,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14671437.0,12933388,88.15
Countries,ZAF,South Africa,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14405297.0,12474229,86.59
Countries,ZAF,South Africa,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14418910.0,11765645,81.6
Countries,ZAF,South Africa,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14463579.0,12452721,86.1
Countries,ZAF,South Africa,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14522234.0,10871017,74.86
Countries,ZAF,South Africa,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14566403.0,12734235,87.42
Countries,ZAF,South Africa,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14809844.0,9927187,67.03
Countries,ZAF,South Africa,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,14500575.0,12710406,87.65
Countries,ZAF,South Africa,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14821600.0,11972774,80.78
Countries,ZAF,South Africa,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14628801.0,12496418,85.42
Countries,ZAF,South Africa,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14620056.0,11668335,79.81
Countries,ZAF,South Africa,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14609061.0,11440930,78.31
Countries,ZAF,South Africa,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14481453.0,10141364,70.03
Countries,ZAF,South Africa,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14690983.0,12306264,83.77
Countries,ZAF,South Africa,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14811951.0,10738688,72.5
Countries,ZAF,South Africa,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14892632.0,12254012,82.28
Countries,ZAF,South Africa,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14163079.0,10151763,71.68
Countries,ZAF,South Africa,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,14596524.0,12918024,88.5
Countries,ZAF,South Africa,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14448516.0,12448544,86.16
Countries,ZAF,South Africa,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14477872.0,11791872,81.45
Countries,ZAF,South Africa,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,15229473.0,11191326,73.48
Countries,ZAF,South Africa,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14538425.0,11591784,79.73
Countries,ZAF,South Africa,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14758285.0,11003810,74.56
Countries,ZAF,South Africa,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14625228.0,12703604,86.86
Countries,ZAF,South Africa,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14483075.0,11153876,77.01
Countries,ZAF,South Africa,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,15453774.0,14275030,92.37
Countries,ZAF,South Africa,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,15063690.0,11926834,79.18
Countries,ZAF,South Africa,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,14431751.0,13560428,93.96
Countries,ZAF,South Africa,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14978612.0,12789263,85.38
Countries,ZAF,South Africa,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14712766.0,12972421,88.17
Countries,ZAF,South Africa,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,15305373.0,12571508,82.14
Countries,ZAF,South Africa,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14915019.0,14184616,95.1
Countries,ZAF,South Africa,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14671955.0,11573096,78.88
Countries,ZAF,South Africa,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,15303361.0,14555524,95.11
Countries,ZAF,South Africa,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14755873.0,11824241,80.13
Countries,ZAF,South Africa,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14721305.0,14574091,99.0
Countries,ZAF,South Africa,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,15026751.0,11789246,78.46
Countries,ZAF,South Africa,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,15115909.0,13826756,91.47
Countries,ZAF,South Africa,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14595198.0,12759327,87.42
Countries,ZAF,South Africa,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,15632870.0,14165780,90.62
Countries,ZAF,South Africa,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,15398425.0,13846777,89.92
Countries,ZAF,South Africa,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14829145.0,13765688,92.83
Countries,ZAF,South Africa,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,15130894.0,12079871,79.84
Countries,ZAF,South Africa,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,15178963.0,14915092,98.3%
Countries,ZAF,South Africa,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,15428958.0,13575730,87.99
Countries,ZAF,South Africa,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,15226833.0,14683414,96.4%
Countries,ZAF,South Africa,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,15278175.0,11119456,72.78
Countries,ZAF,South Africa,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,14931599.0,14531146,97.32
Countries,ZAF,South Africa,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14825552.0,12710357,85.73
Countries,ZAF,South Africa,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14664994.0,13720995,93.56
Countries,ZAF,South Africa,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14716722.0,12879322,87.51
Countries,ZAF,South Africa,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14871492.0,12797885,86.06
Countries,ZAF,South Africa,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,15065668.0,10706499,71.07
Countries,GBR,United Kingdom,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4611718.0,4411797,95.66
Countries,GBR,United Kingdom,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,4707485.0,3919625,83.26
Countries,GBR,United Kingdom,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,,4375709,94.27
Countries,GBR,United Kingdom,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,,3947138,83.95
Countries,GBR,United Kingdom,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,4670380.0,4385259,93.9
Countries,GBR,United Kingdom,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4739279.0,4027450,84.98
Countries,GBR,United Kingdom,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4635054.0,4145178,89.43
Countries,GBR,United Kingdom,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4749246.0,4253635,89.56
Countries,GBR,United Kingdom,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4718590.0,4056457,85.97
Countries,GBR,United Kingdom,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4647177.0,3649312,78.53
Countries,GBR,United Kingdom,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4672933.0,4453782,95.31
Countries,GBR,United Kingdom,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4776372.0,3866395,80.95
Countries,GBR,United Kingdom,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4798109.0,4303082,89.68
Countries,GBR,United Kingdom,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,,4065498,85.17
Countries,GBR,United Kingdom,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,4574425.0,4464607,97.6
Countries,GBR,United Kingdom,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4841011.0,4665323,96.37
Countries,GBR,United Kingdom,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4836125.0,4327325,89.48
Countries,GBR,United Kingdom,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,4814989.0,4089391,84.93
Countries,GBR,United Kingdom,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4702984.0,4115374,87.51
Countries,GBR,United Kingdom,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,4862114.0,3682910,75.75
Countries,GBR,United Kingdom,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4898796.0,4726483,96.48
Countries,GBR,United Kingdom,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,4741309.0,3894904,82.15
Countries,GBR,United Kingdom,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4717847.0,4519066,95.79
Countries,GBR,United Kingdom,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4832413.0,4033947,83.48
Countries,GBR,United Kingdom,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,4852780.0,4498848,92.71
Countries,GBR,United Kingdom,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4738070.0,4371700,92.27
Countries,GBR,United Kingdom,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4834801.0,4301245,88.96
Countries,GBR,United Kingdom,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4872646.0,4158407,85.34
Countries,GBR,United Kingdom,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4861442.0,4520043,92.98
Countries,GBR,United Kingdom,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4863125.0,3883870,79.86
Countries,GBR,United Kingdom,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4932300.0,4717717,95.65
Countries,GBR,United Kingdom,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4849067.0,3845650,79.31
Countries,GBR,United Kingdom,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4770669.0,4385338,91.92
Countries,GBR,United Kingdom,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4768801.0,3811974,79.94
Countries,GBR,United Kingdom,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,4783893.0,4471901,93.48
Countries,GBR,United Kingdom,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4942583.0,4318732,87.38
Countries,GBR,United Kingdom,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4818968.0,4131594,85.74
Countries,GBR,United Kingdom,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,,4307725,90.63
Countries,GBR,United Kingdom,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4942669.0,4457513,90.18
Countries,GBR,United Kingdom,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,4819370.0,4183607,86.81
Countries,GBR,United Kingdom,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5006398.0,4890281,97.68
Countries,GBR,United Kingdom,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,4966193.0,4193048,84.43
Countries,GBR,United Kingdom,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4794802.0,4436766,92.53
Countries,GBR,United Kingdom,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5017113.0,3957307,78.88
Countries,GBR,United Kingdom,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,4881107.0,4585635,93.95
Countries,GBR,United Kingdom,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,4848409.0,4471920,92.23
Countries,GBR,United Kingdom,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5019346.0,4372714,87.12
Countries,GBR,United Kingdom,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4958834.0,4589074,92.54
Countries,GBR,United Kingdom,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,4813815.0,4376970,90.9%
Countries,GBR,United Kingdom,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,4815590.0,4238204,88.01
Countries,GBR,United Kingdom,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4922352.0,4796027,97.43
Countries,GBR,United Kingdom,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4991927.0,4076592,81.66
Countries,GBR,United Kingdom,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,4913497.0,4864362,99.0
Countries,GBR,United Kingdom,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,4784396.0,3871567,80.92
Countries,GBR,United Kingdom,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,5017837.0,4879296,97.24
Countries,GBR,United Kingdom,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5025244.0,4575495,91.05
Countries,GBR,United Kingdom,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5015777.0,4942339,98.54
Countries,GBR,United Kingdom,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,4817612.0,4364404,90.59
Countries,GBR,United Kingdom,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,5114351.0,4723811,92.36
Countries,GBR,United Kingdom,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,4732188.0,3922491,82.89
Countries,GBR,United Kingdom,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5078367.0,4927537,97.03
